"country_or_area","year","Total_Consumption","unit","alpha.3"
"Greece",1997,37213,"Kilowatt-hours, million","GRC"
"Greece",1994,32703,"Kilowatt-hours, million","GRC"
"Greece",1999,40617,"Kilowatt-hours, million","GRC"
"Greece",2012,52017,"Kilowatt-hours, million","GRC"
"Greece",2008,56646,"Kilowatt-hours, million","GRC"
"Greece",1995,34087,"Kilowatt-hours, million","GRC"
"Greece",2014,49500,"Kilowatt-hours, million","GRC"
"Greece",2011,51794,"Kilowatt-hours, million","GRC"
"Greece",2001,44542,"Kilowatt-hours, million","GRC"
"Greece",1996,35564,"Kilowatt-hours, million","GRC"
"Greece",2005,50904,"Kilowatt-hours, million","GRC"
"Greece",2003,48625,"Kilowatt-hours, million","GRC"
"Greece",2009,54713,"Kilowatt-hours, million","GRC"
"Greece",2007,55190,"Kilowatt-hours, million","GRC"
"Greece",2000,43151,"Kilowatt-hours, million","GRC"
"Greece",2006,52523,"Kilowatt-hours, million","GRC"
"Greenland",2014,330.8541,"Kilowatt-hours, million","GRL"
"Greenland",2012,314.302,"Kilowatt-hours, million","GRL"
"Greenland",2005,257.36,"Kilowatt-hours, million","GRL"
"Greenland",2000,263,"Kilowatt-hours, million","GRL"
"Greenland",2006,284.05,"Kilowatt-hours, million","GRL"
"Greenland",2004,245.82,"Kilowatt-hours, million","GRL"
"Greenland",2013,318.1678,"Kilowatt-hours, million","GRL"
"Greenland",2011,320.0705,"Kilowatt-hours, million","GRL"
"Greenland",2007,288.28,"Kilowatt-hours, million","GRL"
"Greenland",2003,268,"Kilowatt-hours, million","GRL"
"Greenland",2001,264,"Kilowatt-hours, million","GRL"
"Greenland",2010,299.6849,"Kilowatt-hours, million","GRL"
"Greenland",2008,300.92,"Kilowatt-hours, million","GRL"
"Greenland",2002,266,"Kilowatt-hours, million","GRL"
"Greenland",2009,306.3104,"Kilowatt-hours, million","GRL"
"Grenada",2014,179.2,"Kilowatt-hours, million","GRD"
"Grenada",2010,184.8,"Kilowatt-hours, million","GRD"
"Grenada",1996,81,"Kilowatt-hours, million","GRD"
"Grenada",2013,175.9,"Kilowatt-hours, million","GRD"
"Grenada",2004,125.51,"Kilowatt-hours, million","GRD"
"Grenada",2002,129.22,"Kilowatt-hours, million","GRD"
"Grenada",1994,57,"Kilowatt-hours, million","GRD"
"Grenada",2005,131.57,"Kilowatt-hours, million","GRD"
"Grenada",2007,165.3,"Kilowatt-hours, million","GRD"
"Grenada",2012,178.5,"Kilowatt-hours, million","GRD"
"Grenada",1997,88,"Kilowatt-hours, million","GRD"
"Grenada",1998,93.13,"Kilowatt-hours, million","GRD"
"Grenada",2003,138.29,"Kilowatt-hours, million","GRD"
"Grenada",2009,177.4,"Kilowatt-hours, million","GRD"
"Grenada",2011,181,"Kilowatt-hours, million","GRD"
"Grenada",2001,123.92,"Kilowatt-hours, million","GRD"
"Grenada",1999,99.08,"Kilowatt-hours, million","GRD"
"Grenada",1995,75,"Kilowatt-hours, million","GRD"
"Grenada",2008,172.4,"Kilowatt-hours, million","GRD"
"Grenada",2006,151.01,"Kilowatt-hours, million","GRD"
"Grenada",2000,113.35,"Kilowatt-hours, million","GRD"
"Guadeloupe",2004,1289,"Kilowatt-hours, million","GLP"
"Guadeloupe",2007,1420,"Kilowatt-hours, million","GLP"
"Guadeloupe",2010,1530,"Kilowatt-hours, million","GLP"
"Guadeloupe",2014,1508,"Kilowatt-hours, million","GLP"
"Guadeloupe",2011,1492,"Kilowatt-hours, million","GLP"
"Guadeloupe",2012,1507,"Kilowatt-hours, million","GLP"
"Guadeloupe",2008,1423,"Kilowatt-hours, million","GLP"
"Guadeloupe",2002,1130,"Kilowatt-hours, million","GLP"
"Guadeloupe",1999,1041,"Kilowatt-hours, million","GLP"
"Guadeloupe",2001,1045,"Kilowatt-hours, million","GLP"
"Guadeloupe",2009,1428,"Kilowatt-hours, million","GLP"
"Guadeloupe",2003,1205,"Kilowatt-hours, million","GLP"
"Guadeloupe",1997,1034,"Kilowatt-hours, million","GLP"
"Guadeloupe",1994,858,"Kilowatt-hours, million","GLP"
"Guadeloupe",2005,1331,"Kilowatt-hours, million","GLP"
"Guadeloupe",2013,1510,"Kilowatt-hours, million","GLP"
"Guadeloupe",1996,961,"Kilowatt-hours, million","GLP"
"Guadeloupe",2000,1040,"Kilowatt-hours, million","GLP"
"Guadeloupe",1998,1038,"Kilowatt-hours, million","GLP"
"Guadeloupe",2006,1356,"Kilowatt-hours, million","GLP"
"Guadeloupe",1995,903,"Kilowatt-hours, million","GLP"
"Guam",2002,1602.6,"Kilowatt-hours, million","GUM"
"Guam",2010,1637.7,"Kilowatt-hours, million","GUM"
"Guam",1998,1561.6,"Kilowatt-hours, million","GUM"
"Guam",2009,1624.7,"Kilowatt-hours, million","GUM"
"Guam",2000,1740.9,"Kilowatt-hours, million","GUM"
"Guam",1997,1653,"Kilowatt-hours, million","GUM"
"Guam",2007,1634.6,"Kilowatt-hours, million","GUM"
"Guam",2014,1578,"Kilowatt-hours, million","GUM"
"Guam",2011,1617.8,"Kilowatt-hours, million","GUM"
"Guam",1999,1711.5,"Kilowatt-hours, million","GUM"
"Guam",2003,1456.7,"Kilowatt-hours, million","GUM"
"Guam",2004,1588.8,"Kilowatt-hours, million","GUM"
"Guam",2012,1563.5,"Kilowatt-hours, million","GUM"
"Guam",2013,1549.6,"Kilowatt-hours, million","GUM"
"Guam",1994,1578.4,"Kilowatt-hours, million","GUM"
"Guam",1995,1537.5,"Kilowatt-hours, million","GUM"
"Guam",2006,1644,"Kilowatt-hours, million","GUM"
"Guam",2008,1634.9,"Kilowatt-hours, million","GUM"
"Guam",1996,1625.4,"Kilowatt-hours, million","GUM"
"Guam",2005,1636,"Kilowatt-hours, million","GUM"
"Guam",2001,1736,"Kilowatt-hours, million","GUM"
"Guatemala",1997,3257,"Kilowatt-hours, million","GTM"
"Guatemala",2010,7549,"Kilowatt-hours, million","GTM"
"Guatemala",2002,4335,"Kilowatt-hours, million","GTM"
"Guatemala",2012,7741,"Kilowatt-hours, million","GTM"
"Guatemala",2004,5925,"Kilowatt-hours, million","GTM"
"Guatemala",2009,7464,"Kilowatt-hours, million","GTM"
"Guatemala",2000,3819,"Kilowatt-hours, million","GTM"
"Guatemala",2008,7175,"Kilowatt-hours, million","GTM"
"Guatemala",1995,2947,"Kilowatt-hours, million","GTM"
"Guatemala",2007,7181,"Kilowatt-hours, million","GTM"
"Guatemala",2014,8288,"Kilowatt-hours, million","GTM"
"Guatemala",1996,3067,"Kilowatt-hours, million","GTM"
"Guatemala",1999,3979,"Kilowatt-hours, million","GTM"
"Guatemala",2006,6850,"Kilowatt-hours, million","GTM"
"Guatemala",2011,7688.2,"Kilowatt-hours, million","GTM"
"Guatemala",1998,3478,"Kilowatt-hours, million","GTM"
"Guatemala",1994,2758,"Kilowatt-hours, million","GTM"
"Guatemala",2005,6046,"Kilowatt-hours, million","GTM"
"Guatemala",2013,7582.3,"Kilowatt-hours, million","GTM"
"Guatemala",2001,4177,"Kilowatt-hours, million","GTM"
"Guatemala",2003,5808,"Kilowatt-hours, million","GTM"
"Guernsey",2013,378.22,"Kilowatt-hours, million","GGY"
"Guernsey",2008,340.9,"Kilowatt-hours, million","GGY"
"Guernsey",2004,306.4,"Kilowatt-hours, million","GGY"
"Guernsey",2005,317.2,"Kilowatt-hours, million","GGY"
"Guernsey",2006,331.9,"Kilowatt-hours, million","GGY"
"Guernsey",2010,362.3,"Kilowatt-hours, million","GGY"
"Guernsey",2009,355.1,"Kilowatt-hours, million","GGY"
"Guernsey",2002,283.7,"Kilowatt-hours, million","GGY"
"Guernsey",2012,362.8,"Kilowatt-hours, million","GGY"
"Guernsey",2011,375.2,"Kilowatt-hours, million","GGY"
"Guernsey",2014,362.21,"Kilowatt-hours, million","GGY"
"Guernsey",2007,332.9,"Kilowatt-hours, million","GGY"
"Guernsey",2003,295.7,"Kilowatt-hours, million","GGY"
"Guinea",2007,701.9,"Kilowatt-hours, million","GIN"
"Guinea",2000,640,"Kilowatt-hours, million","GIN"
"Guinea",1995,444,"Kilowatt-hours, million","GIN"
"Guinea",2014,741,"Kilowatt-hours, million","GIN"
"Guinea",1998,588,"Kilowatt-hours, million","GIN"
"Guinea",2002,708,"Kilowatt-hours, million","GIN"
"Guinea",2012,766,"Kilowatt-hours, million","GIN"
"Guinea",2004,688,"Kilowatt-hours, million","GIN"
"Guinea",2009,723.82,"Kilowatt-hours, million","GIN"
"Guinea",2011,647.2,"Kilowatt-hours, million","GIN"
"Guinea",2008,722.7,"Kilowatt-hours, million","GIN"
"Guinea",1999,604,"Kilowatt-hours, million","GIN"
"Guinea",2003,561,"Kilowatt-hours, million","GIN"
"Guinea",1994,440,"Kilowatt-hours, million","GIN"
"Guinea",2010,693.9,"Kilowatt-hours, million","GIN"
"Guinea",2013,726,"Kilowatt-hours, million","GIN"
"Guinea",1996,446,"Kilowatt-hours, million","GIN"
"Guinea",2006,623.5,"Kilowatt-hours, million","GIN"
"Guinea",1997,447,"Kilowatt-hours, million","GIN"
"Guinea",2005,670,"Kilowatt-hours, million","GIN"
"Guinea",2001,684,"Kilowatt-hours, million","GIN"
"Guinea-Bissau",2011,33.17,"Kilowatt-hours, million","GNB"
"Guinea-Bissau",1998,24.2,"Kilowatt-hours, million","GNB"
"Guinea-Bissau",1994,49,"Kilowatt-hours, million","GNB"
"Guinea-Bissau",2007,29.672,"Kilowatt-hours, million","GNB"
"Guinea-Bissau",2009,30.896,"Kilowatt-hours, million","GNB"
"Guinea-Bissau",2010,31.953,"Kilowatt-hours, million","GNB"
"Guinea-Bissau",2002,23.556,"Kilowatt-hours, million","GNB"
"Guinea-Bissau",2004,28.285,"Kilowatt-hours, million","GNB"
"Guinea-Bissau",2012,34.25,"Kilowatt-hours, million","GNB"
"Guinea-Bissau",2000,25.07,"Kilowatt-hours, million","GNB"
"Guinea-Bissau",1995,50,"Kilowatt-hours, million","GNB"
"Guinea-Bissau",2005,26.244,"Kilowatt-hours, million","GNB"
"Guinea-Bissau",1999,16,"Kilowatt-hours, million","GNB"
"Guinea-Bissau",1997,55.966,"Kilowatt-hours, million","GNB"
"Guinea-Bissau",2006,27.946,"Kilowatt-hours, million","GNB"
"Guinea-Bissau",2001,24.898,"Kilowatt-hours, million","GNB"
"Guinea-Bissau",1996,51,"Kilowatt-hours, million","GNB"
"Guinea-Bissau",2014,35.36,"Kilowatt-hours, million","GNB"
"Guinea-Bissau",2003,21.682,"Kilowatt-hours, million","GNB"
"Guinea-Bissau",2008,29.819,"Kilowatt-hours, million","GNB"
"Guinea-Bissau",2013,35.36,"Kilowatt-hours, million","GNB"
"Guyana",2010,477.1,"Kilowatt-hours, million","GUY"
"Guyana",2012,525.7,"Kilowatt-hours, million","GUY"
"Guyana",2009,482.5,"Kilowatt-hours, million","GUY"
"Guyana",1999,662.79,"Kilowatt-hours, million","GUY"
"Guyana",2004,624.72,"Kilowatt-hours, million","GUY"
"Guyana",2007,495.1,"Kilowatt-hours, million","GUY"
"Guyana",2002,707,"Kilowatt-hours, million","GUY"
"Guyana",2000,701.44,"Kilowatt-hours, million","GUY"
"Guyana",1998,655,"Kilowatt-hours, million","GUY"
"Guyana",2006,452.83,"Kilowatt-hours, million","GUY"
"Guyana",1996,519.9,"Kilowatt-hours, million","GUY"
"Guyana",1994,429,"Kilowatt-hours, million","GUY"
"Guyana",2014,735.72,"Kilowatt-hours, million","GUY"
"Guyana",2013,703.92,"Kilowatt-hours, million","GUY"
"Guyana",1995,433,"Kilowatt-hours, million","GUY"
"Guyana",2008,476.1,"Kilowatt-hours, million","GUY"
"Guyana",2011,501.5,"Kilowatt-hours, million","GUY"
"Guyana",2001,717.97,"Kilowatt-hours, million","GUY"
"Guyana",2005,419.04,"Kilowatt-hours, million","GUY"
"Guyana",1997,602.56,"Kilowatt-hours, million","GUY"
"Guyana",2003,590.47,"Kilowatt-hours, million","GUY"
"Haiti",2010,228,"Kilowatt-hours, million","HTI"
"Haiti",2002,256,"Kilowatt-hours, million","HTI"
"Haiti",1999,314,"Kilowatt-hours, million","HTI"
"Haiti",2007,234,"Kilowatt-hours, million","HTI"
"Haiti",1994,132,"Kilowatt-hours, million","HTI"
"Haiti",2011,235,"Kilowatt-hours, million","HTI"
"Haiti",1995,227,"Kilowatt-hours, million","HTI"
"Haiti",2008,217,"Kilowatt-hours, million","HTI"
"Haiti",2006,339,"Kilowatt-hours, million","HTI"
"Haiti",2014,410,"Kilowatt-hours, million","HTI"
"Haiti",2004,244,"Kilowatt-hours, million","HTI"
"Haiti",2009,336,"Kilowatt-hours, million","HTI"
"Haiti",2000,291,"Kilowatt-hours, million","HTI"
"Haiti",2012,493,"Kilowatt-hours, million","HTI"
"Haiti",1997,326,"Kilowatt-hours, million","HTI"
"Haiti",2013,456,"Kilowatt-hours, million","HTI"
"Haiti",2005,331,"Kilowatt-hours, million","HTI"
"Haiti",1996,255,"Kilowatt-hours, million","HTI"
"Haiti",2003,244,"Kilowatt-hours, million","HTI"
"Haiti",2001,291,"Kilowatt-hours, million","HTI"
"Haiti",1998,255,"Kilowatt-hours, million","HTI"
"Honduras",2008,5168,"Kilowatt-hours, million","HND"
"Honduras",2002,3652,"Kilowatt-hours, million","HND"
"Honduras",2003,3817,"Kilowatt-hours, million","HND"
"Honduras",1994,1649,"Kilowatt-hours, million","HND"
"Honduras",1995,1954,"Kilowatt-hours, million","HND"
"Honduras",2007,4905,"Kilowatt-hours, million","HND"
"Honduras",2004,4110,"Kilowatt-hours, million","HND"
"Honduras",2010,5100,"Kilowatt-hours, million","HND"
"Honduras",2000,3202,"Kilowatt-hours, million","HND"
"Honduras",2006,4431,"Kilowatt-hours, million","HND"
"Honduras",2014,5552,"Kilowatt-hours, million","HND"
"Honduras",1997,2472,"Kilowatt-hours, million","HND"
"Honduras",2009,5037,"Kilowatt-hours, million","HND"
"Honduras",2011,5449,"Kilowatt-hours, million","HND"
"Honduras",1999,2809,"Kilowatt-hours, million","HND"
"Honduras",2005,4255,"Kilowatt-hours, million","HND"
"Honduras",2001,3368,"Kilowatt-hours, million","HND"
"Honduras",1996,2197,"Kilowatt-hours, million","HND"
"Honduras",1998,2743,"Kilowatt-hours, million","HND"
"Honduras",2013,5455,"Kilowatt-hours, million","HND"
"Honduras",2012,5308,"Kilowatt-hours, million","HND"
"Hungary",2002,31485,"Kilowatt-hours, million","HUN"
"Hungary",2008,34327,"Kilowatt-hours, million","HUN"
"Hungary",2007,33744,"Kilowatt-hours, million","HUN"
"Hungary",1994,27584,"Kilowatt-hours, million","HUN"
"Hungary",1995,27744,"Kilowatt-hours, million","HUN"
"Hungary",2006,33238,"Kilowatt-hours, million","HUN"
"Hungary",2014,34704,"Kilowatt-hours, million","HUN"
"Hungary",1996,28684,"Kilowatt-hours, million","HUN"
"Hungary",2009,33150,"Kilowatt-hours, million","HUN"
"Hungary",2011,34540,"Kilowatt-hours, million","HUN"
"Hungary",2004,31818,"Kilowatt-hours, million","HUN"
"Hungary",2005,32338,"Kilowatt-hours, million","HUN"
"Hungary",1998,28974,"Kilowatt-hours, million","HUN"
"Hungary",1997,28838,"Kilowatt-hours, million","HUN"
"Hungary",2000,29441,"Kilowatt-hours, million","HUN"
"Hungary",2012,32812,"Kilowatt-hours, million","HUN"
"Hungary",2003,31396,"Kilowatt-hours, million","HUN"
"Hungary",2001,30545,"Kilowatt-hours, million","HUN"
"Hungary",2013,34873,"Kilowatt-hours, million","HUN"
"Hungary",2010,34207,"Kilowatt-hours, million","HUN"
"Hungary",1999,28939,"Kilowatt-hours, million","HUN"
"Iceland",1994,4172,"Kilowatt-hours, million","ISL"
"Iceland",2008,15241,"Kilowatt-hours, million","ISL"
"Iceland",2007,10886,"Kilowatt-hours, million","ISL"
"Iceland",1995,4259,"Kilowatt-hours, million","ISL"
"Iceland",1998,5501,"Kilowatt-hours, million","ISL"
"Iceland",1997,4712,"Kilowatt-hours, million","ISL"
"Iceland",2000,6911,"Kilowatt-hours, million","ISL"
"Iceland",2006,8998,"Kilowatt-hours, million","ISL"
"Iceland",2011,16010,"Kilowatt-hours, million","ISL"
"Iceland",2005,7799,"Kilowatt-hours, million","ISL"
"Iceland",2013,16823,"Kilowatt-hours, million","ISL"
"Iceland",2001,7212,"Kilowatt-hours, million","ISL"
"Iceland",2012,16357,"Kilowatt-hours, million","ISL"
"Iceland",2003,7541,"Kilowatt-hours, million","ISL"
"Iceland",2002,7544,"Kilowatt-hours, million","ISL"
"Iceland",2004,7760,"Kilowatt-hours, million","ISL"
"Iceland",1999,6383,"Kilowatt-hours, million","ISL"
"Iceland",2014,16830,"Kilowatt-hours, million","ISL"
"Iceland",2009,15659,"Kilowatt-hours, million","ISL"
"Iceland",1996,4296,"Kilowatt-hours, million","ISL"
"Iceland",2010,15707,"Kilowatt-hours, million","ISL"
"India",1994,289360,"Kilowatt-hours, million","IND"
"India",2012,785130,"Kilowatt-hours, million","IND"
"India",2000,316600,"Kilowatt-hours, million","IND"
"India",2007,577959,"Kilowatt-hours, million","IND"
"India",2011,772603,"Kilowatt-hours, million","IND"
"India",2013,890055,"Kilowatt-hours, million","IND"
"India",1999,358228,"Kilowatt-hours, million","IND"
"India",2005,474451,"Kilowatt-hours, million","IND"
"India",2014,948327,"Kilowatt-hours, million","IND"
"India",1995,309489,"Kilowatt-hours, million","IND"
"India",2010,694392,"Kilowatt-hours, million","IND"
"India",2003,360937,"Kilowatt-hours, million","IND"
"India",1997,334217,"Kilowatt-hours, million","IND"
"India",1998,350918,"Kilowatt-hours, million","IND"
"India",2006,525671,"Kilowatt-hours, million","IND"
"India",2008,631574,"Kilowatt-hours, million","IND"
"India",1996,316867,"Kilowatt-hours, million","IND"
"India",2004,386134,"Kilowatt-hours, million","IND"
"India",2001,322760,"Kilowatt-hours, million","IND"
"India",2002,339598,"Kilowatt-hours, million","IND"
"India",2009,682144,"Kilowatt-hours, million","IND"
"Indonesia",1998,67550,"Kilowatt-hours, million","IDN"
"Indonesia",1999,71792,"Kilowatt-hours, million","IDN"
"Indonesia",2000,79187,"Kilowatt-hours, million","IDN"
"Indonesia",2014,170088,"Kilowatt-hours, million","IDN"
"Indonesia",2012,173991,"Kilowatt-hours, million","IDN"
"Indonesia",2006,112611,"Kilowatt-hours, million","IDN"
"Indonesia",1994,47385,"Kilowatt-hours, million","IDN"
"Indonesia",2011,160517,"Kilowatt-hours, million","IDN"
"Indonesia",1996,56842,"Kilowatt-hours, million","IDN"
"Indonesia",2005,107032,"Kilowatt-hours, million","IDN"
"Indonesia",2001,84560,"Kilowatt-hours, million","IDN"
"Indonesia",2010,152805,"Kilowatt-hours, million","IDN"
"Indonesia",2004,100098,"Kilowatt-hours, million","IDN"
"Indonesia",2007,121247,"Kilowatt-hours, million","IDN"
"Indonesia",1997,61443,"Kilowatt-hours, million","IDN"
"Indonesia",2009,137597,"Kilowatt-hours, million","IDN"
"Indonesia",2008,129018,"Kilowatt-hours, million","IDN"
"Indonesia",2003,90441,"Kilowatt-hours, million","IDN"
"Indonesia",2002,87128,"Kilowatt-hours, million","IDN"
"Indonesia",2013,195198,"Kilowatt-hours, million","IDN"
"Indonesia",1995,51563,"Kilowatt-hours, million","IDN"
"Iran (Islamic Rep. of)",2005,135463.7,"Kilowatt-hours, million","IRN"
"Iran (Islamic Rep. of)",2010,186058.2,"Kilowatt-hours, million","IRN"
"Iran (Islamic Rep. of)",1999,92427,"Kilowatt-hours, million","IRN"
"Iran (Islamic Rep. of)",2013,205630,"Kilowatt-hours, million","IRN"
"Iran (Islamic Rep. of)",2003,124393,"Kilowatt-hours, million","IRN"
"Iran (Islamic Rep. of)",2008,164266.3,"Kilowatt-hours, million","IRN"
"Iran (Islamic Rep. of)",1994,66960,"Kilowatt-hours, million","IRN"
"Iran (Islamic Rep. of)",1997,79584,"Kilowatt-hours, million","IRN"
"Iran (Islamic Rep. of)",2000,98203,"Kilowatt-hours, million","IRN"
"Iran (Islamic Rep. of)",2006,146835.9,"Kilowatt-hours, million","IRN"
"Iran (Islamic Rep. of)",1995,69386,"Kilowatt-hours, million","IRN"
"Iran (Islamic Rep. of)",1998,83643,"Kilowatt-hours, million","IRN"
"Iran (Islamic Rep. of)",2012,199401.6,"Kilowatt-hours, million","IRN"
"Iran (Islamic Rep. of)",1996,76241,"Kilowatt-hours, million","IRN"
"Iran (Islamic Rep. of)",2014,221411,"Kilowatt-hours, million","IRN"
"Iran (Islamic Rep. of)",2007,154552.1,"Kilowatt-hours, million","IRN"
"Iran (Islamic Rep. of)",2001,105160,"Kilowatt-hours, million","IRN"
"Iran (Islamic Rep. of)",2004,127912,"Kilowatt-hours, million","IRN"
"Iran (Islamic Rep. of)",2011,189458.2,"Kilowatt-hours, million","IRN"
"Iran (Islamic Rep. of)",2009,172201.3,"Kilowatt-hours, million","IRN"
"Iran (Islamic Rep. of)",2002,113633,"Kilowatt-hours, million","IRN"
"Iraq",2010,40038,"Kilowatt-hours, million","IRQ"
"Iraq",2006,20913,"Kilowatt-hours, million","IRQ"
"Iraq",2000,29160,"Kilowatt-hours, million","IRQ"
"Iraq",2009,35973,"Kilowatt-hours, million","IRQ"
"Iraq",2012,35076,"Kilowatt-hours, million","IRQ"
"Iraq",1995,28607,"Kilowatt-hours, million","IRQ"
"Iraq",1996,29050,"Kilowatt-hours, million","IRQ"
"Iraq",2007,22186,"Kilowatt-hours, million","IRQ"
"Iraq",1999,29160,"Kilowatt-hours, million","IRQ"
"Iraq",2001,30035,"Kilowatt-hours, million","IRQ"
"Iraq",2013,45042,"Kilowatt-hours, million","IRQ"
"Iraq",1997,29561,"Kilowatt-hours, million","IRQ"
"Iraq",2002,31537,"Kilowatt-hours, million","IRQ"
"Iraq",1998,29160,"Kilowatt-hours, million","IRQ"
"Iraq",2004,31594,"Kilowatt-hours, million","IRQ"
"Iraq",2011,42648,"Kilowatt-hours, million","IRQ"
"Iraq",2008,25832,"Kilowatt-hours, million","IRQ"
"Iraq",2014,43993,"Kilowatt-hours, million","IRQ"
"Iraq",2005,24762,"Kilowatt-hours, million","IRQ"
"Iraq",2003,26673,"Kilowatt-hours, million","IRQ"
"Iraq",1994,26848,"Kilowatt-hours, million","IRQ"
"Ireland",2003,23034,"Kilowatt-hours, million","IRL"
"Ireland",2005,24352,"Kilowatt-hours, million","IRL"
"Ireland",2006,25879,"Kilowatt-hours, million","IRL"
"Ireland",2013,24201,"Kilowatt-hours, million","IRL"
"Ireland",2009,25268,"Kilowatt-hours, million","IRL"
"Ireland",2007,25863,"Kilowatt-hours, million","IRL"
"Ireland",1996,15854,"Kilowatt-hours, million","IRL"
"Ireland",2011,24871,"Kilowatt-hours, million","IRL"
"Ireland",2000,20289,"Kilowatt-hours, million","IRL"
"Ireland",2010,25420,"Kilowatt-hours, million","IRL"
"Ireland",1999,18854,"Kilowatt-hours, million","IRL"
"Ireland",2001,21024,"Kilowatt-hours, million","IRL"
"Ireland",1998,17699,"Kilowatt-hours, million","IRL"
"Ireland",1994,14155,"Kilowatt-hours, million","IRL"
"Ireland",2008,26674,"Kilowatt-hours, million","IRL"
"Ireland",1995,14850,"Kilowatt-hours, million","IRL"
"Ireland",2012,24163,"Kilowatt-hours, million","IRL"
"Ireland",2002,21769,"Kilowatt-hours, million","IRL"
"Ireland",2014,24136,"Kilowatt-hours, million","IRL"
"Ireland",2004,23059,"Kilowatt-hours, million","IRL"
